Customer ID,Billing Start Date,Billing End Date,Previous Meter Reading,Current Meter Reading,Usage (kWh),Total Charge
1039,2023-12-01,2023-12-31,5060,5139,79,11.85
1040,2023-01-01,2023-01-31,1014,1486,472,70.8
1040,2023-02-01,2023-03-03,1486,1612,126,18.9
1040,2023-03-01,2023-03-31,1612,1947,335,50.25
1040,2023-04-01,2023-05-01,1947,2202,255,38.25
1040,2023-05-01,2023-05-31,2202,2679,477,71.55
1040,2023-06-01,2023-07-01,2679,2805,126,18.9
1040,2023-07-01,2023-07-31,2805,3221,416,62.4
1040,2023-08-01,2023-08-31,3221,3364,143,21.45
1040,2023-09-01,2023-10-01,3364,3643,279,41.85
1040,2023-10-01,2023-10-31,3643,3899,256,38.4
1040,2023-11-01,2023-12-01,3899,4064,165,24.75
1040,2023-12-01,2023-12-31,4064,4173,109,16.35
1041,2023-01-01,2023-01-31,4128,4614,486,72.9
1041,2023-02-01,2023-03-03,4614,4968,354,53.1
1041,2023-03-01,2023-03-31,4968,5057,89,13.35
1041,2023-04-01,2023-05-01,5057,5368,311,46.65
1041,2023-05-01,2023-05-31,5368,5648,280,42.0
1041,2023-06-01,2023-07-01,5648,6104,456,68.4
1041,2023-07-01,2023-07-31,6104,6393,289,43.35
1041,2023-08-01,2023-08-31,6393,6757,364,54.6
1041,2023-09-01,2023-10-01,6757,6877,120,18.0
1041,2023-10-01,2023-10-31,6877,7174,297,44.55
1041,2023-11-01,2023-12-01,7174,7305,131,19.65
1041,2023-12-01,2023-12-31,7305,7473,168,25.2
1042,2023-01-01,2023-01-31,1873,2176,303,45.45
1042,2023-02-01,2023-03-03,2176,2657,481,72.15
1042,2023-03-01,2023-03-31,2657,2804,147,22.05
1042,2023-04-01,2023-05-01,2804,3189,385,57.75
1042,2023-05-01,2023-05-31,3189,3294,105,15.75
1042,2023-06-01,2023-07-01,3294,3716,422,63.3
1042,2023-07-01,2023-07-31,3716,4077,361,54.15
1042,2023-08-01,2023-08-31,4077,4210,133,19.95
1042,2023-09-01,2023-10-01,4210,4330,120,18.0
1042,2023-10-01,2023-10-31,4330,4738,408,61.2
1042,2023-11-01,2023-12-01,4738,5117,379,56.85
1042,2023-12-01,2023-12-31,5117,5383,266,39.9
1043,2023-01-01,2023-01-31,3836,4328,492,73.8
1043,2023-02-01,2023-03-03,4328,4564,236,35.4
1043,2023-03-01,2023-03-31,4564,4940,376,56.4
1043,2023-04-01,2023-05-01,4940,5254,314,47.1
1043,2023-05-01,2023-05-31,5254,5349,95,14.25
1043,2023-06-01,2023-07-01,5349,5741,392,58.8
1043,2023-07-01,2023-07-31,5741,6163,422,63.3
1043,2023-08-01,2023-08-31,6163,6226,63,9.45
1043,2023-09-01,2023-10-01,6226,6573,347,52.05
1043,2023-10-01,2023-10-31,6573,6642,69,10.35
1043,2023-11-01,2023-12-01,6642,6836,194,29.1
1043,2023-12-01,2023-12-31,6836,7161,325,48.75
1044,2023-01-01,2023-01-31,2366,2673,307,46.05
1044,2023-02-01,2023-03-03,2673,3128,455,68.25
1044,2023-03-01,2023-03-31,3128,3560,432,64.8
1044,2023-04-01,2023-05-01,3560,3679,119,17.85
1044,2023-05-01,2023-05-31,3679,3907,228,34.2
1044,2023-06-01,2023-07-01,3907,4229,322,48.3
1044,2023-07-01,2023-07-31,4229,4402,173,25.95
1044,2023-08-01,2023-08-31,4402,4534,132,19.8
1044,2023-09-01,2023-10-01,4534,4735,201,30.15
1044,2023-10-01,2023-10-31,4735,4974,239,35.85
1044,2023-11-01,2023-12-01,4974,5180,206,30.9
1044,2023-12-01,2023-12-31,5180,5484,304,45.6
1045,2023-01-01,2023-01-31,1679,2128,449,67.35
1045,2023-02-01,2023-03-03,2128,2421,293,43.95
1045,2023-03-01,2023-03-31,2421,2520,99,14.85
1045,2023-04-01,2023-05-01,2520,2623,103,15.45
1045,2023-05-01,2023-05-31,2623,2804,181,27.15
1045,2023-06-01,2023-07-01,2804,3197,393,58.95
1045,2023-07-01,2023-07-31,3197,3679,482,72.3
1045,2023-08-01,2023-08-31,3679,3896,217,32.55
1045,2023-09-01,2023-10-01,3896,4332,436,65.4
1045,2023-10-01,2023-10-31,4332,4500,168,25.2
1045,2023-11-01,2023-12-01,4500,4576,76,11.4
1045,2023-12-01,2023-12-31,4576,4842,266,39.9
1046,2023-01-01,2023-01-31,2986,3106,120,18.0
1046,2023-02-01,2023-03-03,3106,3208,102,15.3
1046,2023-03-01,2023-03-31,3208,3608,400,60.0
1046,2023-04-01,2023-05-01,3608,3870,262,39.3
1046,2023-05-01,2023-05-31,3870,4126,256,38.4
1046,2023-06-01,2023-07-01,4126,4492,366,54.9
1046,2023-07-01,2023-07-31,4492,4788,296,44.4
1046,2023-08-01,2023-08-31,4788,4855,67,10.05
1046,2023-09-01,2023-10-01,4855,4978,123,18.45
1046,2023-10-01,2023-10-31,4978,5409,431,64.65
1046,2023-11-01,2023-12-01,5409,5774,365,54.75
1046,2023-12-01,2023-12-31,5774,6152,378,56.7
1047,2023-01-01,2023-01-31,1122,1478,356,53.4
1047,2023-02-01,2023-03-03,1478,1866,388,58.2
1047,2023-03-01,2023-03-31,1866,1948,82,12.3
1047,2023-04-01,2023-05-01,1948,2221,273,40.95
1047,2023-05-01,2023-05-31,2221,2556,335,50.25
1047,2023-06-01,2023-07-01,2556,2706,150,22.5
1047,2023-07-01,2023-07-31,2706,2929,223,33.45
1047,2023-08-01,2023-08-31,2929,3050,121,18.15
1047,2023-09-01,2023-10-01,3050,3343,293,43.95
1047,2023-10-01,2023-10-31,3343,3649,306,45.9
1047,2023-11-01,2023-12-01,3649,3717,68,10.2
1047,2023-12-01,2023-12-31,3717,4018,301,45.15
1048,2023-01-01,2023-01-31,1546,1671,125,18.75
1048,2023-02-01,2023-03-03,1671,1760,89,13.35
1048,2023-03-01,2023-03-31,1760,1954,194,29.1
1048,2023-04-01,2023-05-01,1954,2089,135,20.25
1048,2023-05-01,2023-05-31,2089,2501,412,61.8
1048,2023-06-01,2023-07-01,2501,2876,375,56.25
1048,2023-07-01,2023-07-31,2876,3245,369,55.35
1048,2023-08-01,2023-08-31,3245,3443,198,29.7
1048,2023-09-01,2023-10-01,3443,3790,347,52.05
1048,2023-10-01,2023-10-31,3790,4214,424,63.6
1048,2023-11-01,2023-12-01,4214,4266,52,7.8
1048,2023-12-01,2023-12-31,4266,4668,402,60.3
1049,2023-01-01,2023-01-31,1236,1380,144,21.6
1049,2023-02-01,2023-03-03,1380,1803,423,63.45
1049,2023-03-01,2023-03-31,1803,2204,401,60.15
1049,2023-04-01,2023-05-01,2204,2614,410,61.5
1049,2023-05-01,2023-05-31,2614,2902,288,43.2
1049,2023-06-01,2023-07-01,2902,3184,282,42.3
1049,2023-07-01,2023-07-31,3184,3281,97,14.55
1049,2023-08-01,2023-08-31,3281,3493,212,31.8
1049,2023-09-01,2023-10-01,3493,3921,428,64.2
1049,2023-10-01,2023-10-31,3921,4279,358,53.7
1049,2023-11-01,2023-12-01,4279,4638,359,53.85
1049,2023-12-01,2023-12-31,4638,4793,155,23.25
1050,2023-01-01,2023-01-31,2956,3387,431,64.65
1050,2023-02-01,2023-03-03,3387,3744,357,53.55
1050,2023-03-01,2023-03-31,3744,3824,80,12.0
1050,2023-04-01,2023-05-01,3824,4095,271,40.65
1050,2023-05-01,2023-05-31,4095,4371,276,41.4
1050,2023-06-01,2023-07-01,4371,4522,151,22.65
1050,2023-07-01,2023-07-31,4522,4674,152,22.8
1050,2023-08-01,2023-08-31,4674,5137,463,69.45
1050,2023-09-01,2023-10-01,5137,5210,73,10.95
1050,2023-10-01,2023-10-31,5210,5547,337,50.55
1050,2023-11-01,2023-12-01,5547,5805,258,38.7
1050,2023-12-01,2023-12-31,5805,6256,451,67.65
1051,2023-01-01,2023-01-31,4376,4863,487,73.05
1051,2023-02-01,2023-03-03,4863,4950,87,13.05
1051,2023-03-01,2023-03-31,4950,5148,198,29.7
1051,2023-04-01,2023-05-01,5148,5374,226,33.9
1051,2023-05-01,2023-05-31,5374,5655,281,42.15
1051,2023-06-01,2023-07-01,5655,6149,494,74.1
1051,2023-07-01,2023-07-31,6149,6277,128,19.2
1051,2023-08-01,2023-08-31,6277,6623,346,51.9
1051,2023-09-01,2023-10-01,6623,7027,404,60.6
1051,2023-10-01,2023-10-31,7027,7413,386,57.9
1051,2023-11-01,2023-12-01,7413,7674,261,39.15
1051,2023-12-01,2023-12-31,7674,7868,194,29.1
1052,2023-01-01,2023-01-31,3317,3480,163,24.45
1052,2023-02-01,2023-03-03,3480,3665,185,27.75
1052,2023-03-01,2023-03-31,3665,3901,236,35.4
1052,2023-04-01,2023-05-01,3901,4385,484,72.6
1052,2023-05-01,2023-05-31,4385,4720,335,50.25
1052,2023-06-01,2023-07-01,4720,5213,493,73.95
1052,2023-07-01,2023-07-31,5213,5528,315,47.25
1052,2023-08-01,2023-08-31,5528,5875,347,52.05
1052,2023-09-01,2023-10-01,5875,6181,306,45.9
1052,2023-10-01,2023-10-31,6181,6472,291,43.65
1052,2023-11-01,2023-12-01,6472,6840,368,55.2
1052,2023-12-01,2023-12-31,6840,6989,149,22.35
1053,2023-01-01,2023-01-31,4080,4479,399,59.85
1053,2023-02-01,2023-03-03,4479,4925,446,66.9
1053,2023-03-01,2023-03-31,4925,5194,269,40.35
1053,2023-04-01,2023-05-01,5194,5404,210,31.5
1053,2023-05-01,2023-05-31,5404,5743,339,50.85
1053,2023-06-01,2023-07-01,5743,6198,455,68.25
1053,2023-07-01,2023-07-31,6198,6679,481,72.15
1053,2023-08-01,2023-08-31,6679,7100,421,63.15
1053,2023-09-01,2023-10-01,7100,7563,463,69.45
1053,2023-10-01,2023-10-31,7563,7742,179,26.85
1053,2023-11-01,2023-12-01,7742,8154,412,61.8
1053,2023-12-01,2023-12-31,8154,8424,270,40.5
1054,2023-01-01,2023-01-31,3200,3644,444,66.6
1054,2023-02-01,2023-03-03,3644,4081,437,65.55
1054,2023-03-01,2023-03-31,4081,4441,360,54.0
1054,2023-04-01,2023-05-01,4441,4806,365,54.75
1054,2023-05-01,2023-05-31,4806,5289,483,72.45
1054,2023-06-01,2023-07-01,5289,5788,499,74.85
1054,2023-07-01,2023-07-31,5788,5948,160,24.0
1054,2023-08-01,2023-08-31,5948,6111,163,24.45
1054,2023-09-01,2023-10-01,6111,6204,93,13.95
1054,2023-10-01,2023-10-31,6204,6637,433,64.95
1054,2023-11-01,2023-12-01,6637,6691,54,8.1
1054,2023-12-01,2023-12-31,6691,7118,427,64.05
1055,2023-01-01,2023-01-31,1473,1821,348,52.2
1055,2023-02-01,2023-03-03,1821,2194,373,55.95
1055,2023-03-01,2023-03-31,2194,2684,490,73.5
1055,2023-04-01,2023-05-01,2684,2831,147,22.05
1055,2023-05-01,2023-05-31,2831,3042,211,31.65
1055,2023-06-01,2023-07-01,3042,3492,450,67.5
1055,2023-07-01,2023-07-31,3492,3726,234,35.1
1055,2023-08-01,2023-08-31,3726,4124,398,59.7
1055,2023-09-01,2023-10-01,4124,4249,125,18.75
1055,2023-10-01,2023-10-31,4249,4320,71,10.65
1055,2023-11-01,2023-12-01,4320,4727,407,61.05
1055,2023-12-01,2023-12-31,4727,5111,384,57.6
1056,2023-01-01,2023-01-31,1474,1751,277,41.55
1056,2023-02-01,2023-03-03,1751,2121,370,55.5
1056,2023-03-01,2023-03-31,2121,2592,471,70.65
1056,2023-04-01,2023-05-01,2592,2966,374,56.1
1056,2023-05-01,2023-05-31,2966,3256,290,43.5
1056,2023-06-01,2023-07-01,3256,3458,202,30.3
1056,2023-07-01,2023-07-31,3458,3568,110,16.5
1056,2023-08-01,2023-08-31,3568,4050,482,72.3
1056,2023-09-01,2023-10-01,4050,4285,235,35.25
1056,2023-10-01,2023-10-31,4285,4381,96,14.4
1056,2023-11-01,2023-12-01,4381,4605,224,33.6
1056,2023-12-01,2023-12-31,4605,5004,399,59.85
1057,2023-01-01,2023-01-31,4470,4904,434,65.1
1057,2023-02-01,2023-03-03,4904,4982,78,11.7
1057,2023-03-01,2023-03-31,4982,5330,348,52.2
1057,2023-04-01,2023-05-01,5330,5760,430,64.5
1057,2023-05-01,2023-05-31,5760,6233,473,70.95
1057,2023-06-01,2023-07-01,6233,6295,62,9.3
1057,2023-07-01,2023-07-31,6295,6764,469,70.35
1057,2023-08-01,2023-08-31,6764,6969,205,30.75
1057,2023-09-01,2023-10-01,6969,7173,204,30.6
1057,2023-10-01,2023-10-31,7173,7501,328,49.2
1057,2023-11-01,2023-12-01,7501,7768,267,40.05
1057,2023-12-01,2023-12-31,7768,7964,196,29.4
1058,2023-01-01,2023-01-31,2122,2396,274,41.1
1058,2023-02-01,2023-03-03,2396,2808,412,61.8
1058,2023-03-01,2023-03-31,2808,3116,308,46.2
1058,2023-04-01,2023-05-01,3116,3589,473,70.95
1058,2023-05-01,2023-05-31,3589,3643,54,8.1
1058,2023-06-01,2023-07-01,3643,4050,407,61.05
1058,2023-07-01,2023-07-31,4050,4521,471,70.65
1058,2023-08-01,2023-08-31,4521,4790,269,40.35
1058,2023-09-01,2023-10-01,4790,4881,91,13.65
1058,2023-10-01,2023-10-31,4881,5135,254,38.1
1058,2023-11-01,2023-12-01,5135,5301,166,24.9
1058,2023-12-01,2023-12-31,5301,5407,106,15.9
1059,2023-01-01,2023-01-31,4306,4406,100,15.0
1059,2023-02-01,2023-03-03,4406,4611,205,30.75
1059,2023-03-01,2023-03-31,4611,5033,422,63.3
1059,2023-04-01,2023-05-01,5033,5154,121,18.15
1059,2023-05-01,2023-05-31,5154,5547,393,58.95
1059,2023-06-01,2023-07-01,5547,5858,311,46.65
1059,2023-07-01,2023-07-31,5858,5995,137,20.55
1059,2023-08-01,2023-08-31,5995,6248,253,37.95
1059,2023-09-01,2023-10-01,6248,6586,338,50.7
1059,2023-10-01,2023-10-31,6586,6942,356,53.4
1059,2023-11-01,2023-12-01,6942,7189,247,37.05
1059,2023-12-01,2023-12-31,7189,7322,133,19.95
1060,2023-01-01,2023-01-31,3548,3783,235,35.25
1060,2023-02-01,2023-03-03,3783,4039,256,38.4
1060,2023-03-01,2023-03-31,4039,4177,138,20.7
1060,2023-04-01,2023-05-01,4177,4255,78,11.7
1060,2023-05-01,2023-05-31,4255,4417,162,24.3
1060,2023-06-01,2023-07-01,4417,4668,251,37.65
1060,2023-07-01,2023-07-31,4668,4815,147,22.05
1060,2023-08-01,2023-08-31,4815,4921,106,15.9
1060,2023-09-01,2023-10-01,4921,5178,257,38.55
1060,2023-10-01,2023-10-31,5178,5320,142,21.3
1060,2023-11-01,2023-12-01,5320,5648,328,49.2
1060,2023-12-01,2023-12-31,5648,6011,363,54.45
1061,2023-01-01,2023-01-31,2314,2701,387,58.05
1061,2023-02-01,2023-03-03,2701,3018,317,47.55
1061,2023-03-01,2023-03-31,3018,3265,247,37.05
1061,2023-04-01,2023-05-01,3265,3477,212,31.8
1061,2023-05-01,2023-05-31,3477,3736,259,38.85
1061,2023-06-01,2023-07-01,3736,3820,84,12.6
1061,2023-07-01,2023-07-31,3820,4214,394,59.1
1061,2023-08-01,2023-08-31,4214,4667,453,67.95
1061,2023-09-01,2023-10-01,4667,4998,331,49.65
1061,2023-10-01,2023-10-31,4998,5477,479,71.85
1061,2023-11-01,2023-12-01,5477,5548,71,10.65
1061,2023-12-01,2023-12-31,5548,6047,499,74.85
1062,2023-01-01,2023-01-31,3478,3696,218,32.7
1062,2023-02-01,2023-03-03,3696,3931,235,35.25
1062,2023-03-01,2023-03-31,3931,4056,125,18.75
1062,2023-04-01,2023-05-01,4056,4497,441,66.15
1062,2023-05-01,2023-05-31,4497,4949,452,67.8
1062,2023-06-01,2023-07-01,4949,5140,191,28.65
1062,2023-07-01,2023-07-31,5140,5296,156,23.4
1062,2023-08-01,2023-08-31,5296,5605,309,46.35
1062,2023-09-01,2023-10-01,5605,5765,160,24.0
1062,2023-10-01,2023-10-31,5765,6099,334,50.1
1062,2023-11-01,2023-12-01,6099,6383,284,42.6
1062,2023-12-01,2023-12-31,6383,6827,444,66.6
1063,2023-01-01,2023-01-31,4559,4731,172,25.8
1063,2023-02-01,2023-03-03,4731,4965,234,35.1
1063,2023-03-01,2023-03-31,4965,5440,475,71.25
1063,2023-04-01,2023-05-01,5440,5676,236,35.4
1063,2023-05-01,2023-05-31,5676,6101,425,63.75
1063,2023-06-01,2023-07-01,6101,6272,171,25.65
1063,2023-07-01,2023-07-31,6272,6695,423,63.45
1063,2023-08-01,2023-08-31,6695,7098,403,60.45
1063,2023-09-01,2023-10-01,7098,7375,277,41.55
1063,2023-10-01,2023-10-31,7375,7666,291,43.65
1063,2023-11-01,2023-12-01,7666,7800,134,20.1
1063,2023-12-01,2023-12-31,7800,8072,272,40.8
1064,2023-01-01,2023-01-31,4475,4867,392,58.8
1064,2023-02-01,2023-03-03,4867,4957,90,13.5
1064,2023-03-01,2023-03-31,4957,5321,364,54.6
1064,2023-04-01,2023-05-01,5321,5543,222,33.3
1064,2023-05-01,2023-05-31,5543,5639,96,14.4
1064,2023-06-01,2023-07-01,5639,5862,223,33.45
1064,2023-07-01,2023-07-31,5862,6029,167,25.05
1064,2023-08-01,2023-08-31,6029,6489,460,69.0
1064,2023-09-01,2023-10-01,6489,6691,202,30.3
1064,2023-10-01,2023-10-31,6691,6848,157,23.55
1064,2023-11-01,2023-12-01,6848,7152,304,45.6
1064,2023-12-01,2023-12-31,7152,7245,93,13.95
1065,2023-01-01,2023-01-31,2878,3325,447,67.05
1065,2023-02-01,2023-03-03,3325,3712,387,58.05
1065,2023-03-01,2023-03-31,3712,3937,225,33.75
1065,2023-04-01,2023-05-01,3937,4361,424,63.6
1065,2023-05-01,2023-05-31,4361,4740,379,56.85
1065,2023-06-01,2023-07-01,4740,4915,175,26.25
1065,2023-07-01,2023-07-31,4915,5240,325,48.75
1065,2023-08-01,2023-08-31,5240,5662,422,63.3
1065,2023-09-01,2023-10-01,5662,5985,323,48.45
1065,2023-10-01,2023-10-31,5985,6243,258,38.7
1065,2023-11-01,2023-12-01,6243,6319,76,11.4
1065,2023-12-01,2023-12-31,6319,6532,213,31.95
1066,2023-01-01,2023-01-31,3491,3766,275,41.25
1066,2023-02-01,2023-03-03,3766,4000,234,35.1
1066,2023-03-01,2023-03-31,4000,4406,406,60.9
1066,2023-04-01,2023-05-01,4406,4647,241,36.15
1066,2023-05-01,2023-05-31,4647,4979,332,49.8
1066,2023-06-01,2023-07-01,4979,5478,499,74.85
1066,2023-07-01,2023-07-31,5478,5846,368,55.2
1066,2023-08-01,2023-08-31,5846,6325,479,71.85
1066,2023-09-01,2023-10-01,6325,6636,311,46.65
1066,2023-10-01,2023-10-31,6636,6802,166,24.9
1066,2023-11-01,2023-12-01,6802,7285,483,72.45
1066,2023-12-01,2023-12-31,7285,7373,88,13.2
1067,2023-01-01,2023-01-31,2373,2464,91,13.65
1067,2023-02-01,2023-03-03,2464,2952,488,73.2
1067,2023-03-01,2023-03-31,2952,3329,377,56.55
1067,2023-04-01,2023-05-01,3329,3725,396,59.4
1067,2023-05-01,2023-05-31,3725,4126,401,60.15
1067,2023-06-01,2023-07-01,4126,4282,156,23.4
1067,2023-07-01,2023-07-31,4282,4721,439,65.85
1067,2023-08-01,2023-08-31,4721,5078,357,53.55
1067,2023-09-01,2023-10-01,5078,5228,150,22.5
1067,2023-10-01,2023-10-31,5228,5384,156,23.4
1067,2023-11-01,2023-12-01,5384,5794,410,61.5
1067,2023-12-01,2023-12-31,5794,6024,230,34.5
1068,2023-01-01,2023-01-31,4468,4709,241,36.15
1068,2023-02-01,2023-03-03,4709,4917,208,31.2
1068,2023-03-01,2023-03-31,4917,5108,191,28.65
1068,2023-04-01,2023-05-01,5108,5427,319,47.85
1068,2023-05-01,2023-05-31,5427,5511,84,12.6
1068,2023-06-01,2023-07-01,5511,5681,170,25.5
1068,2023-07-01,2023-07-31,5681,6095,414,62.1
1068,2023-08-01,2023-08-31,6095,6522,427,64.05
1068,2023-09-01,2023-10-01,6522,6951,429,64.35
1068,2023-10-01,2023-10-31,6951,7019,68,10.2
1068,2023-11-01,2023-12-01,7019,7508,489,73.35
1068,2023-12-01,2023-12-31,7508,7912,404,60.6
1069,2023-01-01,2023-01-31,4861,5228,367,55.05
1069,2023-02-01,2023-03-03,5228,5702,474,71.1
1069,2023-03-01,2023-03-31,5702,5759,57,8.55
1069,2023-04-01,2023-05-01,5759,6031,272,40.8
1069,2023-05-01,2023-05-31,6031,6395,364,54.6
1069,2023-06-01,2023-07-01,6395,6685,290,43.5
1069,2023-07-01,2023-07-31,6685,7178,493,73.95
1069,2023-08-01,2023-08-31,7178,7566,388,58.2
1069,2023-09-01,2023-10-01,7566,7893,327,49.05
1069,2023-10-01,2023-10-31,7893,8392,499,74.85
1069,2023-11-01,2023-12-01,8392,8627,235,35.25
1069,2023-12-01,2023-12-31,8627,9112,485,72.75
1070,2023-01-01,2023-01-31,2566,2796,230,34.5
1070,2023-02-01,2023-03-03,2796,2962,166,24.9
1070,2023-03-01,2023-03-31,2962,3129,167,25.05
1070,2023-04-01,2023-05-01,3129,3320,191,28.65
1070,2023-05-01,2023-05-31,3320,3479,159,23.85
1070,2023-06-01,2023-07-01,3479,3879,400,60.0
1070,2023-07-01,2023-07-31,3879,4164,285,42.75
1070,2023-08-01,2023-08-31,4164,4524,360,54.0
1070,2023-09-01,2023-10-01,4524,4625,101,15.15
1070,2023-10-01,2023-10-31,4625,4912,287,43.05
1070,2023-11-01,2023-12-01,4912,5073,161,24.15
1070,2023-12-01,2023-12-31,5073,5222,149,22.35
1071,2023-01-01,2023-01-31,3748,3931,183,27.45
1071,2023-02-01,2023-03-03,3931,4251,320,48.0
1071,2023-03-01,2023-03-31,4251,4533,282,42.3
1071,2023-04-01,2023-05-01,4533,4942,409,61.35
1071,2023-05-01,2023-05-31,4942,5003,61,9.15
1071,2023-06-01,2023-07-01,5003,5297,294,44.1
1071,2023-07-01,2023-07-31,5297,5755,458,68.7
1071,2023-08-01,2023-08-31,5755,6077,322,48.3
1071,2023-09-01,2023-10-01,6077,6293,216,32.4
1071,2023-10-01,2023-10-31,6293,6662,369,55.35
1071,2023-11-01,2023-12-01,6662,6924,262,39.3
1071,2023-12-01,2023-12-31,6924,7105,181,27.15
1072,2023-01-01,2023-01-31,3869,4114,245,36.75
1072,2023-02-01,2023-03-03,4114,4601,487,73.05
1072,2023-03-01,2023-03-31,4601,4807,206,30.9
1072,2023-04-01,2023-05-01,4807,5285,478,71.7
1072,2023-05-01,2023-05-31,5285,5342,57,8.55
1072,2023-06-01,2023-07-01,5342,5652,310,46.5
1072,2023-07-01,2023-07-31,5652,6006,354,53.1
1072,2023-08-01,2023-08-31,6006,6285,279,41.85
1072,2023-09-01,2023-10-01,6285,6523,238,35.7
1072,2023-10-01,2023-10-31,6523,6639,116,17.4
1072,2023-11-01,2023-12-01,6639,6812,173,25.95
1072,2023-12-01,2023-12-31,6812,6966,154,23.1
1073,2023-01-01,2023-01-31,1521,1877,356,53.4
1073,2023-02-01,2023-03-03,1877,2321,444,66.6
1073,2023-03-01,2023-03-31,2321,2582,261,39.15
1073,2023-04-01,2023-05-01,2582,2750,168,25.2
1073,2023-05-01,2023-05-31,2750,2895,145,21.75
1073,2023-06-01,2023-07-01,2895,3360,465,69.75
1073,2023-07-01,2023-07-31,3360,3549,189,28.35
1073,2023-08-01,2023-08-31,3549,3671,122,18.3
1073,2023-09-01,2023-10-01,3671,3813,142,21.3
1073,2023-10-01,2023-10-31,3813,3878,65,9.75
1073,2023-11-01,2023-12-01,3878,4136,258,38.7
1073,2023-12-01,2023-12-31,4136,4199,63,9.45
1074,2023-01-01,2023-01-31,1913,2078,165,24.75
1074,2023-02-01,2023-03-03,2078,2236,158,23.7
1074,2023-03-01,2023-03-31,2236,2605,369,55.35
1074,2023-04-01,2023-05-01,2605,2968,363,54.45
1074,2023-05-01,2023-05-31,2968,3422,454,68.1
1074,2023-06-01,2023-07-01,3422,3507,85,12.75
1074,2023-07-01,2023-07-31,3507,3797,290,43.5
1074,2023-08-01,2023-08-31,3797,4014,217,32.55
1074,2023-09-01,2023-10-01,4014,4375,361,54.15
1074,2023-10-01,2023-10-31,4375,4612,237,35.55
1074,2023-11-01,2023-12-01,4612,4752,140,21.0
1074,2023-12-01,2023-12-31,4752,4936,184,27.6
1075,2023-01-01,2023-01-31,3275,3732,457,68.55
1075,2023-02-01,2023-03-03,3732,4160,428,64.2
1075,2023-03-01,2023-03-31,4160,4606,446,66.9
1075,2023-04-01,2023-05-01,4606,5055,449,67.35
1075,2023-05-01,2023-05-31,5055,5225,170,25.5
1075,2023-06-01,2023-07-01,5225,5676,451,67.65
1075,2023-07-01,2023-07-31,5676,5810,134,20.1
1075,2023-08-01,2023-08-31,5810,5893,83,12.45
1075,2023-09-01,2023-10-01,5893,5943,50,7.5
1075,2023-10-01,2023-10-31,5943,6358,415,62.25
1075,2023-11-01,2023-12-01,6358,6502,144,21.6
1075,2023-12-01,2023-12-31,6502,6588,86,12.9
1076,2023-01-01,2023-01-31,1547,1763,216,32.4
1076,2023-02-01,2023-03-03,1763,1953,190,28.5
1076,2023-03-01,2023-03-31,1953,2096,143,21.45
1076,2023-04-01,2023-05-01,2096,2397,301,45.15
1076,2023-05-01,2023-05-31,2397,2766,369,55.35
1076,2023-06-01,2023-07-01,2766,3021,255,38.25
1076,2023-07-01,2023-07-31,3021,3354,333,49.95
1076,2023-08-01,2023-08-31,3354,3801,447,67.05
1076,2023-09-01,2023-10-01,3801,4092,291,43.65
1076,2023-10-01,2023-10-31,4092,4538,446,66.9
1076,2023-11-01,2023-12-01,4538,4979,441,66.15
1076,2023-12-01,2023-12-31,4979,5092,113,16.95
1077,2023-01-01,2023-01-31,4057,4555,498,74.7
1077,2023-02-01,2023-03-03,4555,4964,409,61.35
1077,2023-03-01,2023-03-31,4964,5304,340,51.0
1077,2023-04-01,2023-05-01,5304,5743,439,65.85
1077,2023-05-01,2023-05-31,5743,6187,444,66.6
1077,2023-06-01,2023-07-01,6187,6286,99,14.85
1077,2023-07-01,2023-07-31,6286,6699,413,61.95
1077,2023-08-01,2023-08-31,6699,6835,136,20.4
1077,2023-09-01,2023-10-01,6835,7306,471,70.65
1077,2023-10-01,2023-10-31,7306,7587,281,42.15
1077,2023-11-01,2023-12-01,7587,8056,469,70.35
1077,2023-12-01,2023-12-31,8056,8422,366,54.9
1078,2023-01-01,2023-01-31,1083,1432,349,52.35
1078,2023-02-01,2023-03-03,1432,1822,390,58.5
1078,2023-03-01,2023-03-31,1822,2173,351,52.65
1078,2023-04-01,2023-05-01,2173,2365,192,28.8
1078,2023-05-01,2023-05-31,2365,2725,360,54.0
1078,2023-06-01,2023-07-01,2725,3111,386,57.9
1078,2023-07-01,2023-07-31,3111,3581,470,70.5
1078,2023-08-01,2023-08-31,3581,3894,313,46.95
1078,2023-09-01,2023-10-01,3894,4291,397,59.55
1078,2023-10-01,2023-10-31,4291,4658,367,55.05
1078,2023-11-01,2023-12-01,4658,4981,323,48.45
1078,2023-12-01,2023-12-31,4981,5367,386,57.9
1079,2023-01-01,2023-01-31,3513,3839,326,48.9
1079,2023-02-01,2023-03-03,3839,3896,57,8.55
1079,2023-03-01,2023-03-31,3896,4078,182,27.3
1079,2023-04-01,2023-05-01,4078,4391,313,46.95
1079,2023-05-01,2023-05-31,4391,4530,139,20.85
1079,2023-06-01,2023-07-01,4530,4979,449,67.35
1079,2023-07-01,2023-07-31,4979,5075,96,14.4
1079,2023-08-01,2023-08-31,5075,5471,396,59.4
1079,2023-09-01,2023-10-01,5471,5630,159,23.85
1079,2023-10-01,2023-10-31,5630,5931,301,45.15
1079,2023-11-01,2023-12-01,5931,6367,436,65.4
